,Date,Narration,Ref_no,Value_dt,Withdrawl,Deposit,Closing Balance,clean_narration,doc_topic,topic_desc
471,24/12/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-235848357961-UPI,0000235848357961,24/12/22,50.0,,40133.37, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
472,24/12/22,UPI-AAYUSHI SUPER SHOPPY-Q392022159@YBL-YESB0YBLUPI-235848966361-UPI,0000235848966361,24/12/22,385.0,,39748.37, aayushi super shoppy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
473,24/12/22,UPI-AAYUSHI SUPER SHOPPY-Q392022159@YBL-YESB0YBLUPI-235849020711-UPI,0000235849020711,24/12/22,117.0,,39631.37, aayushi super shoppy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
474,24/12/22,UPI-RAJ VEGETABLES-GPAY-11204598532@OKBIZAXIS-UTIB0000000-235849059379-UPI,0000235849059379,24/12/22,30.0,,39601.37, raj vegetables gpay,7,"[list([('raj vegetables gpay', 4.360523938382696), ('vegetables gpay', 4.3601697153875785), ('raj vegetables', 4.359825827176104), ('stores paytmqr', 3.567746696089187), ('hair glow', 2.506362310298007)])]"
475,25/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-235934175357-SUBSCRIPTION DEBIT,0000235934175357,25/12/22,38.0,,39563.37, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
476,25/12/22,UPI-RAJE GOWDA H E-Q377924986@YBL-YESB0YBLUPI-235962980501-UPI,0000235962980501,25/12/22,200.0,,39363.37, raje gowda h,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
477,26/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-236019380884-SUBSCRIPTION DEBIT,0000236019380884,26/12/22,35.0,,39328.37, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
478,26/12/22,UPI-HUNGERBOX-PAYTM-8774066@PAYTM-PYTM0123456-236075596565-UPI,0000236075596565,26/12/22,52.0,,39276.37, hungerbox paytm ,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
479,26/12/22,UPI-HUNGERBOX-PAYTM-8774066@PAYTM-PYTM0123456-236081243399-UPI,0000236081243399,26/12/22,54.0,,39222.37, hungerbox paytm ,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
480,26/12/22,UPI-AAYUSHI SUPER SHOPPY-Q392022159@YBL-YESB0YBLUPI-236091878726-UPI,0000236091878726,26/12/22,530.0,,38692.37, aayushi super shoppy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
481,26/12/22,UPI-RAJ VEGETABLES-GPAY-11204598532@OKBIZAXIS-UTIB0000000-236091925426-UPI,0000236091925426,26/12/22,440.0,,38252.37, raj vegetables gpay,7,"[list([('raj vegetables gpay', 4.360523938382696), ('vegetables gpay', 4.3601697153875785), ('raj vegetables', 4.359825827176104), ('stores paytmqr', 3.567746696089187), ('hair glow', 2.506362310298007)])]"
482,26/12/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-236092094559-UPI,0000236092094559,26/12/22,50.0,,38202.37, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
483,26/12/22,UPI-TIRUPATI CHEMIST-PAYTMQR281005050101IA5OF9Q315X5@PAYTM-PYTM0123456-236094003114-UPI,0000236094003114,26/12/22,75.0,,38127.37, tirupati chemist paytmqr,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
485,27/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-236183627346-SUBSCRIPTION DEBIT,0000236183627346,27/12/22,34.0,,38094.37, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
486,27/12/22,UPI-HUNGERBOX-PAYTM-8774066@PAYTM-PYTM0123456-236197538179-UPI,0000236197538179,27/12/22,36.0,,38058.37, hungerbox paytm ,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
487,27/12/22,UPI-HUNGERBOX-PAYTM-8774066@PAYTM-PYTM0123456-236197668784-UPI,0000236197668784,27/12/22,10.0,,38048.37, hungerbox paytm ,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
488,27/12/22,UPI-RAJESH-LUCKNOWLEDGE@OKAXIS-KKBK0001244-236107381082-UPI,0000236107381082,27/12/22,50.0,,37998.37, rajesh lucknowledge,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
489,27/12/22,UPI-AVDHESH YADAV-PAYTMQR28100505010177MU6PLOMWNV@PAYTM-PYTM0123456-236107413870-UPI,0000236107413870,27/12/22,20.0,,37978.37, avdhesh yadav paytmqr,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
490,28/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-236260014428-SUBSCRIPTION DEBIT,0000236260014428,28/12/22,40.0,,37938.37, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
491,28/12/22,UPI-HUNGERBOX-PAYTM-8774066@PAYTM-PYTM0123456-236225009153-UPI,0000236225009153,28/12/22,15.0,,37923.37, hungerbox paytm ,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
492,29/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-236319987027-SUBSCRIPTION DEBIT,0000236319987027,29/12/22,38.0,,37885.37, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
494,29/12/22,UPI-HUNGERBOX-PAYTM-8774066@PAYTM-PYTM0123456-236351876268-UPI,0000236351876268,29/12/22,48.0,,169784.37, hungerbox paytm ,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
495,29/12/22,UPI-HUNGERBOX-PAYTM-8774066@PAYTM-PYTM0123456-236351940257-UPI,0000236351940257,29/12/22,30.0,,169754.37, hungerbox paytm ,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
496,29/12/22,UPI-SUMIT MOHAN GUPTA-SUMITMG@OKICICI-BARB0PANKIX-236357465278-EDUCATION LOAN,0000236357465278,29/12/22,24000.0,,145754.37, sumit mohan gupta,8,"[list([('sumit mohan', 4.505268486902978), ('mohan gupta', 4.504494554311667), ('sumit mohan gupta', 4.502622451115006), ('jiofiber jiofiber', 2.613046376779851), ('olamoney razorpay', 1.7976716994787716)])]"
497,29/12/22,UPI-NATIONAL HIGHWAY TRU-PAYTMQR28100505010110PUJ60DNSEE@PAYTM-PYTM0123456-236359403520-UPI,0000236359403520,29/12/22,400.0,,145354.37, national highway tru,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
498,29/12/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-236359601227-UPI,0000236359601227,29/12/22,50.0,,145304.37, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
499,29/12/22,UPI-AAYUSHI SUPER SHOPPY-Q392022159@YBL-YESB0YBLUPI-236359787681-UPI,0000236359787681,29/12/22,660.0,,144644.37, aayushi super shoppy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
500,29/12/22,UPI-LAKSHMI STORES-PAYTMQR281005050101O4J4AEEIS49G@PAYTM-PYTM0123456-236359865059-UPI,0000236359865059,29/12/22,210.0,,144434.37, lakshmi stores paytmqr,7,"[list([('raj vegetables gpay', 4.360523938382696), ('vegetables gpay', 4.3601697153875785), ('raj vegetables', 4.359825827176104), ('stores paytmqr', 3.567746696089187), ('hair glow', 2.506362310298007)])]"
501,29/12/22,UPI-ELECTRONICSCOMP COM-ELECTRONICSCOMP1.RZP@ICICI-ICIC0DC0099-236319647266-ELECTRONICSCOMPCOM,0000236319647266,29/12/22,10565.84,,133868.53, electronicscomp com electronicscomp,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
502,29/12/22,UPI-KOPAL CHOUHAN-CHAUHAN.KOPAL@OKHDFCBANK-HDFC0000036-236362944531-UPI,0000236362944531,29/12/22,37000.0,,96868.53, kopal chouhan chauhan,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
503,30/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-236446125381-SUBSCRIPTION DEBIT,0000236446125381,30/12/22,36.0,,96832.53, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
504,31/12/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-236564094995-SUBSCRIPTION DEBIT,0000236564094995,31/12/22,40.0,,96792.53, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
505,31/12/22,UPI-HAIR GLOW-9819103125@OKBIZAXIS-UTIB0000000-236595133822-UPI,0000236595133822,31/12/22,800.0,,95992.53, hair glow ,7,"[list([('raj vegetables gpay', 4.360523938382696), ('vegetables gpay', 4.3601697153875785), ('raj vegetables', 4.359825827176104), ('stores paytmqr', 3.567746696089187), ('hair glow', 2.506362310298007)])]"
507,31/12/22,UPI-MAHAVIR THE HOME STO-Q80990057@YBL-YESB0YBLUPI-236507176614-UPI,0000236507176614,31/12/22,2998.0,,94397.92, mahavir the home,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
508,31/12/22,UPI-AAYUSHI SUPER SHOPPY-Q392022159@YBL-YESB0YBLUPI-236509057794-UPI,0000236509057794,31/12/22,158.0,,94239.92, aayushi super shoppy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
